,latitude,longitude,max temp,humidity,cloudiness,wind speed,country,date
426,68.1214,13.5031,33.8,88,100,11.54,NO,1615179229
427,-10.4544,161.9205,82.94,75,100,5.41,SB,1615179229
428,-23.3472,-52.0953,66.07,93,0,1.68,BR,1615179229
429,66.0,111.5,7.18,91,100,5.48,RU,1615179229
430,65.8522,44.24,-24.86,85,12,6.73,RU,1615179230
431,-41.0667,145.9167,68.0,59,100,5.01,AU,1615179230
432,-12.0667,134.2667,90.43,58,94,7.76,AU,1615179230
433,38.421,-121.4238,53.6,66,1,8.05,US,1615179230
434,-0.8833,131.25,82.67,74,87,5.3,ID,1615179231
435,45.1667,10.7833,34.0,87,0,3.0,IT,1615179231
436,69.3833,178.4167,-13.86,85,96,7.83,RU,1615179231
437,56.9908,52.1852,12.99,88,100,4.0,RU,1615179231
438,9.45,-5.6333,75.6,71,85,7.92,CI,1615179231
439,3.2783,32.8867,72.55,44,83,3.85,UG,1615179232
440,-2.1522,-56.0922,74.59,95,85,3.42,BR,1615179232
441,-16.8392,36.9856,71.64,93,73,2.98,MZ,1615179232
442,52.3333,124.7333,30.94,92,81,5.86,CN,1615179232
443,-23.65,-70.4,64.4,88,0,9.22,CL,1615179233
444,-23.76,-45.4097,72.41,85,96,4.52,BR,1615179233
445,29.2747,82.1838,53.85,43,83,6.04,NP,1615179233
446,26.4559,111.5988,55.04,76,96,3.2,CN,1615179233
447,55.1333,-7.45,43.56,93,97,7.61,IE,1615179233
448,-14.7203,-56.3275,72.19,95,100,4.56,BR,1615179233
449,-43.5333,172.6333,62.01,55,20,13.8,NZ,1615179056
450,3.7159,11.6427,73.4,88,75,5.75,CM,1615179234
451,2.1,99.8333,91.18,51,51,2.71,ID,1615179234
452,-45.8667,-67.5,51.8,46,0,3.44,AR,1615179234
453,34.3442,132.5894,55.4,44,40,5.75,JP,1615179235
454,40.8754,-75.2499,24.01,78,0,3.42,US,1615179033
455,36.0333,140.2,45.0,70,75,14.97,JP,1615179235
456,46.0833,127.4,31.1,96,79,8.14,CN,1615179235
457,4.75,11.2333,71.78,92,100,2.1,CM,1615179236
458,42.8,93.45,53.17,37,100,7.45,CN,1615179236
459,17.3333,42.6667,75.2,83,17,3.56,SA,1615179236
460,51.8845,107.4791,26.6,63,73,2.24,RU,1615179236
461,19.2167,-98.8083,66.2,34,75,4.61,MX,1615179237
462,36.2946,-76.2511,32.0,77,0,1.61,US,1615179086
463,50.0,88.6667,17.42,83,87,1.01,RU,1615179237
464,-31.732,-60.5238,72.0,76,0,4.14,AR,1615179237
465,62.2266,-6.589,41.0,100,75,4.61,FO,1615179238
466,-46.1333,167.6833,57.0,80,91,11.99,NZ,1615179238
467,-11.0964,-77.6139,72.59,81,100,4.76,PE,1615179238
468,-29.4667,149.85,75.2,88,40,12.66,AU,1615179238
469,54.3161,-130.3201,42.8,87,20,6.91,CA,1615179238
470,45.41,79.9186,38.43,82,100,0.87,KZ,1615179239
471,-16.2833,27.4833,63.34,93,42,2.8,ZM,1615179239
472,-20.3297,-40.2925,71.6,100,40,3.44,BR,1615179239
473,12.485,-16.5469,67.62,48,0,7.36,SN,1615179239
474,-2.65,10.0,75.88,89,92,3.13,GA,1615179239
475,-0.8667,134.0833,82.08,75,94,8.93,ID,1615179240
476,27.9167,96.1667,87.28,17,5,4.47,IN,1615179240
477,-10.5775,-75.4017,59.02,91,100,1.01,PE,1615179240
478,24.6829,88.1598,87.37,38,0,5.86,BD,1615179240
479,36.7525,3.042,53.6,100,75,3.44,DZ,1615179241
480,-31.4333,152.9167,86.0,61,100,1.01,AU,1615179241
481,-26.9566,24.7284,64.85,40,39,10.07,ZA,1615179241
482,43.9015,-70.4703,23.0,58,1,3.44,US,1615179241
483,5.3505,48.5268,80.87,70,47,18.5,SO,1615179242
484,-31.4135,-64.1811,75.99,94,0,9.22,AR,1615178972
485,21.4612,-71.1419,78.22,76,0,7.45,TC,1615179242
486,-28.783,32.0377,72.84,82,7,10.38,ZA,1615179242
487,67.45,153.6833,-9.26,87,100,10.94,RU,1615179243
488,54.7183,135.315,14.49,89,100,29.06,RU,1615179243
489,-36.7167,-73.1167,60.8,94,0,8.05,CL,1615179040
490,3.8653,-67.9239,75.38,95,100,1.34,CO,1615179243
491,58.8128,26.7383,21.99,79,75,9.22,EE,1615179243
492,7.9986,124.2928,82.0,81,91,7.0,PH,1615179243
493,42.8384,-71.147,26.01,59,0,6.42,US,1615179244
494,11.0517,124.0055,85.48,63,72,7.31,PH,1615179244
495,3.9366,41.867,77.16,58,1,9.55,KE,1615179244
496,37.5133,34.0467,36.84,81,73,3.02,TR,1615179244
497,35.244,60.6225,54.05,40,29,5.73,IR,1615179244
498,44.4167,126.95,35.83,82,62,6.8,CN,1615179245
499,70.9821,25.9704,26.6,80,40,5.75,NO,1615179245
500,54.8167,54.0,20.19,96,100,21.05,RU,1615179245
501,29.9737,32.5263,55.8,75,0,8.34,EG,1615179246
502,35.1333,140.3,48.2,87,75,5.75,JP,1615179183
503,47.5999,-53.2648,28.4,74,90,10.36,CA,1615179246
504,-20.1842,-44.7711,64.94,95,94,2.04,BR,1615179246
505,22.5455,114.0683,73.99,83,66,1.01,CN,1615178717
506,8.0777,22.4007,67.3,30,81,3.78,CF,1615179247
507,63.4427,-20.2734,45.52,91,88,31.23,IS,1615179247
508,66.6572,66.4183,-20.97,86,95,6.13,RU,1615179247
509,-36.8333,175.7,66.99,73,0,8.99,NZ,1615179248
510,33.8464,-118.0467,57.99,67,90,7.92,US,1615179248
511,32.31,54.0175,55.4,26,0,2.3,IR,1615179248
512,54.0359,19.0266,27.0,100,74,9.06,PL,1615179248
513,46.4154,3.9054,36.0,100,75,2.3,FR,1615179248
514,50.1344,-97.3268,35.6,80,1,10.36,CA,1615179248
515,-34.5667,146.4,89.6,17,40,13.8,AU,1615179249
516,-6.8844,112.2051,83.64,75,67,13.96,ID,1615179249
517,-14.4667,132.2667,95.0,49,40,2.3,AU,1615179249
518,-6.6447,-51.995,71.89,96,100,2.01,BR,1615179249
519,56.0045,8.1294,21.2,93,35,2.3,DK,1615179249
520,-33.0393,-71.6273,62.01,80,0,9.57,CL,1615179034
521,38.2333,139.4833,42.8,56,75,5.75,JP,1615179250
522,0.3925,9.4537,77.0,94,40,2.3,GA,1615179250
523,7.9803,49.8164,77.85,72,19,14.14,SO,1615179250
524,41.1415,-73.3579,30.2,40,1,12.66,US,1615179127
525,18.5262,98.9394,93.0,23,0,3.44,TH,1615179250
526,39.2342,106.3439,50.7,44,0,1.88,CN,1615179251
527,-4.2,36.9333,63.28,93,59,2.95,TZ,1615179251
528,-19.9842,57.6142,82.0,78,76,1.01,MU,1615179251
529,-21.1211,-56.4819,68.97,90,0,1.41,BR,1615179251
530,16.2209,100.4198,96.01,40,41,7.99,TH,1615179252
531,-20.7377,116.8463,89.11,58,15,14.63,AU,1615179252
532,68.0531,39.5131,-3.82,91,100,7.25,RU,1615179252
533,65.7,82.4667,-0.62,92,92,7.58,RU,1615179252
534,53.3925,-2.5802,37.4,93,75,2.3,GB,1615179253
535,18.3851,42.4509,53.6,57,0,1.86,SA,1615179253
536,-45.4167,167.7167,59.74,49,98,1.88,NZ,1615179253
537,-51.6226,-69.2181,41.0,65,0,9.22,AR,1615179253
538,-35.6566,-63.7568,66.72,82,91,12.93,AR,1615179253
539,2.7858,24.73,68.85,97,74,1.43,CD,1615179254
540,14.35,121.0167,89.6,58,75,8.05,PH,1615179254
541,-29.6842,-53.8069,61.57,84,0,4.23,BR,1615179117
542,-34.4833,-54.3333,62.76,95,0,7.14,UY,1615179254
543,8.9936,-79.5197,78.8,83,75,5.75,PA,1615179254
544,49.7833,-92.7503,37.4,87,90,12.66,CA,1615179254
545,34.3834,-86.3333,42.8,56,1,4.61,US,1615179255
546,25.7,100.1833,63.9,30,0,8.3,CN,1615179255
547,62.0989,126.6992,5.38,94,100,6.13,RU,1615179255
548,-6.1722,35.7395,65.52,96,100,2.62,TZ,1615179255
549,-8.65,115.2167,84.2,79,40,5.75,ID,1615179256
550,38.9563,-5.8616,48.0,92,7,4.0,ES,1615179256
551,-3.2778,-39.2689,76.59,90,98,6.24,BR,1615179256
552,31.61,34.7642,52.0,94,0,5.01,IL,1615179003
553,9.0622,-62.051,72.23,99,83,2.75,VE,1615179256
554,61.2767,108.0108,17.13,94,93,15.05,RU,1615179256
555,62.8833,152.4333,-7.87,83,95,3.71,RU,1615179256
556,64.0019,44.4451,-14.62,88,57,7.16,RU,1615179257
557,-23.7869,-54.2836,68.58,88,0,1.48,BR,1615179257
558,-3.6954,128.1814,86.0,66,40,8.05,ID,1615179257
559,-20.0064,57.6608,82.0,78,74,1.01,MU,1615179257
